id,question,answer
1423,"What does the following mean: '●Try to obtain the image formed, onto a screen.'?","●Try to obtain the image formed, onto a screen."
1424,What does the following mean: '●Observe the nature of the image with the assistance of your teacher.'?,●Observe the nature of the image with the assistance of your teacher.
1425,What does the following mean: '●Get the assistance of the teacher to select points B and C.'?,●Get the assistance of the teacher to select points B and C.
1426,What does the following mean: '●Then place the lighted candle on points B and C respectively and observe the nature of the images formed.'?,●Then place the lighted candle on points B and C respectively and observe the nature of the images formed.
1427,What does the following mean: '●Tabulate your observations as follows.'?,●Tabulate your observations as follows.
1428,What does the following mean: 'Table 9.7 Point where candle is kept Image can/ cannot be obtained onto a screenUpright/ Inverted Size of the image A B C Compare your observations with those given below.'?,Table 9.7 Point where candle is kept Image can/ cannot be obtained onto a screenUpright/ Inverted Size of the image A B C Compare your observations with those given below.
1429,What does the following mean: 'Point where candle is kept Image can/ cannot be obtained onto a screenUpright/ InvertedSize of the image A Cannot Upright Smaller than the object B Cannot Upright Smaller than the object C Cannot Upright Smaller than the object Figure 9.39 Images formed by a convex mirrorTable 9.8 It is clear that the nature of the image does not change when the distance between the object and convex mirror changes.'?,Point where candle is kept Image can/ cannot be obtained onto a screenUpright/ InvertedSize of the image A Cannot Upright Smaller than the object B Cannot Upright Smaller than the object C Cannot Upright Smaller than the object Figure 9.39 Images formed by a convex mirrorTable 9.8 It is clear that the nature of the image does not change when the distance between the object and convex mirror changes.
1430,What does the following mean: 'Let us engage in the Activity 9.15 and study about the images formed by curved mirrors.'?,Let us engage in the Activity 9.15 and study about the images formed by curved mirrors.
1431,"What does the following mean: 'Science | Light 135Activity 9.15 You will need:- Two candles which are same in size and shape, watch glass, a screen, mirror holder Method:- ●Place a lighted candle on point A, infront of convex surface of the watch glass as shown in Figure 9.40.'?","Science | Light 135Activity 9.15 You will need:- Two candles which are same in size and shape, watch glass, a screen, mirror holder Method:- ●Place a lighted candle on point A, infront of convex surface of the watch glass as shown in Figure 9.40."
1432,What does the following mean: '●Observe the image formed.'?,●Observe the image formed.
1433,"What does the following mean: '●Try to obtain the image on to a screen (it is appropriate to use a dark place for the above activity) ●Place the other candle, where you see the image and compare the size of the image with the candle.'?","●Try to obtain the image on to a screen (it is appropriate to use a dark place for the above activity) ●Place the other candle, where you see the image and compare the size of the image with the candle."
1434,What does the following mean: '●Observe the changes of the images placing the candle at B and C.'?,●Observe the changes of the images placing the candle at B and C.
1435,"What does the following mean: '●Tabulate your observations A B C Figure 9.40 watch glassScreen Instances where convex mirrors are used in day-to-day life ●As side mirrors of vehicles The driver can view a large rear area of a vehicle in the side mirror because convex mirror forms smaller, upright images.'?","●Tabulate your observations A B C Figure 9.40 watch glassScreen Instances where convex mirrors are used in day-to-day life ●As side mirrors of vehicles The driver can view a large rear area of a vehicle in the side mirror because convex mirror forms smaller, upright images."
1436,What does the following mean: 'Assignment 9.9 Make a list of other instances where convex mirrors are used in day-to-day life.'?,Assignment 9.9 Make a list of other instances where convex mirrors are used in day-to-day life.
1437,What does the following mean: 'Figure 9.41 How rear side of a vehicle is viewed in a side mirror'?,Figure 9.41 How rear side of a vehicle is viewed in a side mirror
1438,What does the following mean: 'Science | Light 136Summary ●Umbrae or shadows can be observed frequently in day-to-day life.'?,Science | Light 136Summary ●Umbrae or shadows can be observed frequently in day-to-day life.
1439,What does the following mean: '●Umbrae are formed when light does not travel through opaque objects.'?,●Umbrae are formed when light does not travel through opaque objects.
1440,"What does the following mean: '●Clear and sharp umbrae are formed, when the object is far from the light source is kept close to the object.'?","●Clear and sharp umbrae are formed, when the object is far from the light source is kept close to the object."
1441,"What does the following mean: '●Smooth, shining surfaces act as mirrors.'?","●Smooth, shining surfaces act as mirrors."
1442,"What does the following mean: '●Returning light rays back in the same medium, after striking on a surface is known as reflection of light.'?","●Returning light rays back in the same medium, after striking on a surface is known as reflection of light."
1443,What does the following mean: '● Images are formed in mirrors due to the reflection of light.'?,● Images are formed in mirrors due to the reflection of light.
1444,"What does the following mean: '●Images formed in plane mirrors are always upright, equal to the size of object and cannot be obtained on to a screen.'?","●Images formed in plane mirrors are always upright, equal to the size of object and cannot be obtained on to a screen."
1445,"What does the following mean: '●Parallel beam of light can be converged by a concave mirror, and can be diverged by a convex mirror.'?","●Parallel beam of light can be converged by a concave mirror, and can be diverged by a convex mirror."
1446,What does the following mean: '●The nature of images formed by concave mirrors differs according to the distance between the object and the mirror.'?,●The nature of images formed by concave mirrors differs according to the distance between the object and the mirror.
1447,What does the following mean: '●The nature of the images formed by convex mirrors does not differ according to the distance between the object and the mirror.'?,●The nature of the images formed by convex mirrors does not differ according to the distance between the object and the mirror.
1448,What does the following mean: '●Mirrors are used for various purposes in day-to-day life.'?,●Mirrors are used for various purposes in day-to-day life.
1449,What does the following mean: 'Exercise 1) Select the appropriate word from the brackets and fill in the blanks.'?,Exercise 1) Select the appropriate word from the brackets and fill in the blanks.
1450,What does the following mean: 'Clear umbra can be obtained by .................................'?,Clear umbra can be obtained by .................................
1451,What does the following mean: '( a candle/ an electric torch bulb) 2.'?,( a candle/ an electric torch bulb) 2.
1452,What does the following mean: 'A .....................................'?,A .....................................
1453,What does the following mean: 'mirror is used to diverge a parallel beam of light.'?,mirror is used to diverge a parallel beam of light.
1454,What does the following mean: 'Images formed by plane mirrors are always .........................'?,Images formed by plane mirrors are always .........................
1455,What does the following mean: '(equal to/ smaller than) 4.'?,(equal to/ smaller than) 4.
1456,What does the following mean: 'Images formed by convex mirrors are always .......................'?,Images formed by convex mirrors are always .......................
1457,What does the following mean: '(upright/ inverted) 5.'?,(upright/ inverted) 5.
1458,What does the following mean: '......................................'?,......................................
1459,What does the following mean: 'mirrors should be used to obtain inverted images.'?,mirrors should be used to obtain inverted images.
1460,What does the following mean: 'Science | Light 1372) Select the correct answer.'?,Science | Light 1372) Select the correct answer.
1461,What does the following mean: 'Which one of the following is not a property of an image formed by a plane mirror?'?,Which one of the following is not a property of an image formed by a plane mirror?
1462,What does the following mean: 'Ability to take onto a screen ii.'?,Ability to take onto a screen ii.
1463,What does the following mean: 'Equal to the size of object iv.'?,Equal to the size of object iv.
1464,What does the following mean: 'Laterally inverted 2.'?,Laterally inverted 2.
1465,"What does the following mean: 'A property of an image, formed by a convex mirror is; i.'?","A property of an image, formed by a convex mirror is; i."
1466,What does the following mean: 'Ability to take onto a screen iii.'?,Ability to take onto a screen iii.
1467,What does the following mean: 'Smaller than object iv.'?,Smaller than object iv.
1468,What does the following mean: 'Larger than object 3.'?,Larger than object 3.
1469,"What does the following mean: 'The angle between two plane mirrors, to obtain three images, should be; i.'?","The angle between two plane mirrors, to obtain three images, should be; i."
1470,What does the following mean: 'The type of mirrors that should be used to form an inverted image on a screen is; i.'?,The type of mirrors that should be used to form an inverted image on a screen is; i.
1471,"What does the following mean: 'All given above Technical Terms Umbra - Pdhdj -{ÇÀ Penumbra - WmPdhdj -A¯À{ÇÀ Image - m%;sìïnh -Â®£® Reflection -mrdj¾;kh -öuÔ¨£øhuÀ Convex mirror - W;a;, o¾mKh -SÂÁõi Concave mirror - wj;, o¾mKh -SÈÁõi Plane mirror - ;, o¾mKh -uÍÁõi Convergent - wNsidÍ -Â›PØøÓ Divergent - wmidÍ -SÂPØøÓ Periscope - mßlaIh -Pø»²¸UPõmi Kaleidoscope - nyqrEfmalaIh -`ÌPõmi'?","All given above Technical Terms Umbra - Pdhdj -{ÇÀ Penumbra - WmPdhdj -A¯À{ÇÀ Image - m%;sìïnh -Â®£® Reflection -mrdj¾;kh -öuÔ¨£øhuÀ Convex mirror - W;a;, o¾mKh -SÂÁõi Concave mirror - wj;, o¾mKh -SÈÁõi Plane mirror - ;, o¾mKh -uÍÁõi Convergent - wNsidÍ -Â›PØøÓ Divergent - wmidÍ -SÂPØøÓ Periscope - mßlaIh -Pø»²¸UPõmi Kaleidoscope - nyqrEfmalaIh -`ÌPõmi"
1472,What does the following mean: '138 Science | The Correct Use Of the MicroscopeMany measures have been taken from ancient times to observe small things by magnifying them.'?,138 Science | The Correct Use Of the MicroscopeMany measures have been taken from ancient times to observe small things by magnifying them.
1473,What does the following mean: 'Different equipment have been produced and used for this purpose.Do Activity 10.1 by using instruments or materials that can be supplied from your home environment easily.'?,Different equipment have been produced and used for this purpose.Do Activity 10.1 by using instruments or materials that can be supplied from your home environment easily.
1474,"What does the following mean: 'Activity 10.1 You will need :-A closed glass bottle filled with water, a glass sphere, a glass slide with a drop of water, a sealed transparent polythene bag filled with water, a water filled filament bulb sealed with waxMethod :-Observe small letters by using each of the above instruments or substances.'?","Activity 10.1 You will need :-A closed glass bottle filled with water, a glass sphere, a glass slide with a drop of water, a sealed transparent polythene bag filled with water, a water filled filament bulb sealed with waxMethod :-Observe small letters by using each of the above instruments or substances."
1475,What does the following mean: 'Figure 10.1 Letters are magnified when seen through a glass sphereYou can observe that small letters are magnified in size.'?,Figure 10.1 Letters are magnified when seen through a glass sphereYou can observe that small letters are magnified in size.
1476,What does the following mean: 'One common feature of above mentioned instruments is the presence of water.'?,One common feature of above mentioned instruments is the presence of water.
1477,What does the following mean: 'Did you find out another feature common to the all instruments?'?,Did you find out another feature common to the all instruments?
1478,What does the following mean: 'You must have observed that the other common feature of the above instruments was the curved surface or the protruded surface.'?,You must have observed that the other common feature of the above instruments was the curved surface or the protruded surface.
1479,What does the following mean: 'You might now understand that these curved surfaces can be used to magnify small items.'?,You might now understand that these curved surfaces can be used to magnify small items.
1480,"What does the following mean: 'Convex lens is an instrument with these features, which is found in school laboratory.The Correct Use of the Microscope 10'?","Convex lens is an instrument with these features, which is found in school laboratory.The Correct Use of the Microscope 10"
1481,What does the following mean: 'Science | The Correct Use Of the Microscope 139 10.1 The simple microscope A hand lens/simple microscope can be produced by fixing a handle with a frame to a convex lens.'?,Science | The Correct Use Of the Microscope 139 10.1 The simple microscope A hand lens/simple microscope can be produced by fixing a handle with a frame to a convex lens.
1482,What does the following mean: 'Figure 10.3 Hand lens made by using convex lenses Figure 10.2 Convex lens Activity 10.2 Observe the letters that you used in the above activity using a hand lens.'?,Figure 10.3 Hand lens made by using convex lenses Figure 10.2 Convex lens Activity 10.2 Observe the letters that you used in the above activity using a hand lens.
1483,What does the following mean: 'Make sure to adjust only the object (letters) and do not change the distance between the lens and the eye.'?,Make sure to adjust only the object (letters) and do not change the distance between the lens and the eye.
1484,What does the following mean: 'Figure 10.4 Observing an object through a lensYou will observe that when the distance between hand lens and letters are increased gradually the letters will appear more and more larger.'?,Figure 10.4 Observing an object through a lensYou will observe that when the distance between hand lens and letters are increased gradually the letters will appear more and more larger.
1485,What does the following mean: 'At a particular limit the letters will be seen with a maximum size.'?,At a particular limit the letters will be seen with a maximum size.
1486,"What does the following mean: 'When the distance is increased further, the letters will become unclear.Therefore, you will realize that there should be a constant distance kept between the object and the lens when an object is observed by a hand lens.'?","When the distance is increased further, the letters will become unclear.Therefore, you will realize that there should be a constant distance kept between the object and the lens when an object is observed by a hand lens."
1487,What does the following mean: '10.2 Magnification of a microscope and resolving power MagnificationYou might have observed that the size of the letter will be increased by several times.'?,10.2 Magnification of a microscope and resolving power MagnificationYou might have observed that the size of the letter will be increased by several times.
1488,What does the following mean: 'The number of times a specimen is magnified is known as the magnification of the lens or the magnifying power.'?,The number of times a specimen is magnified is known as the magnification of the lens or the magnifying power.
1489,What does the following mean: '140 Science | The Correct Use Of the MicroscopeActivity 10.3 Observe different things by using a hand lens.'?,140 Science | The Correct Use Of the MicroscopeActivity 10.3 Observe different things by using a hand lens.
1490,What does the following mean: 'Use a table to record your observations.'?,Use a table to record your observations.
1491,What does the following mean: 'Try to separate things which cannot be seen through your naked eye clearly.'?,Try to separate things which cannot be seen through your naked eye clearly.
1492,"What does the following mean: 'Materials observed Observation 1' Soil sample Sand particles with different sizes, gravel and several insects are observed.'?","Materials observed Observation 1' Soil sample Sand particles with different sizes, gravel and several insects are observed."
1493,What does the following mean: '2' 3' Resolution Resolution is the minimum distance by which two points must be separated in order to be seen as two distinct points.'?,2' 3' Resolution Resolution is the minimum distance by which two points must be separated in order to be seen as two distinct points.
1494,What does the following mean: 'There should be at least a minimum distance of 0.1mm between two adjacent points to distinguish between them by the naked eye.'?,There should be at least a minimum distance of 0.1mm between two adjacent points to distinguish between them by the naked eye.
1495,What does the following mean: 'Now you will realize that the resolution of the naked eye is around 0.1mm.'?,Now you will realize that the resolution of the naked eye is around 0.1mm.
1496,What does the following mean: 'Activity 10.4 will realize that the resolution of the naked eye is around 0.1mm.'?,Activity 10.4 will realize that the resolution of the naked eye is around 0.1mm.
1497,"What does the following mean: 'You will need :- Colourful picture from a paper, a hand lensMethod :- Observe a picture from the paper by a hand lens.Present your observations to the class.'?","You will need :- Colourful picture from a paper, a hand lensMethod :- Observe a picture from the paper by a hand lens.Present your observations to the class."
1498,What does the following mean: 'You will observe that the respective image is composed of a large number of small dots seen by the naked eye.'?,You will observe that the respective image is composed of a large number of small dots seen by the naked eye.
1499,What does the following mean: 'You will see these dots very clearly by a hand lens.'?,You will see these dots very clearly by a hand lens.
1500,What does the following mean: 'Now you will realize that the resolving power of the hand lens is higher than the resolving power of the naked eye.Table 10.1'?,Now you will realize that the resolving power of the hand lens is higher than the resolving power of the naked eye.Table 10.1
1501,"What does the following mean: 'Science | The Correct Use Of the Microscope 141Activity 10.5 You will need :- A white paper, a pencil or a pen, two hand lenses Method :- ● Mark two dots with a minimum distance of not touching each other.'?","Science | The Correct Use Of the Microscope 141Activity 10.5 You will need :- A white paper, a pencil or a pen, two hand lenses Method :- ● Mark two dots with a minimum distance of not touching each other."
1502,What does the following mean: '●Observe the distance between the two dots and their magnification by using a hand lens.'?,●Observe the distance between the two dots and their magnification by using a hand lens.
1503,What does the following mean: '● Now use two hand lenses to observe the distance between two dots and their magnification.'?,● Now use two hand lenses to observe the distance between two dots and their magnification.
1504,What does the following mean: 'It must be clear to you that the distance between the two dots is maximum and magnification is maximum when two lenses are used for the observations.'?,It must be clear to you that the distance between the two dots is maximum and magnification is maximum when two lenses are used for the observations.
1505,What does the following mean: 'Accordingly two hand lenses or two convex lenses can be used to obtain a higher magnification and high resolution.'?,Accordingly two hand lenses or two convex lenses can be used to obtain a higher magnification and high resolution.
1506,"What does the following mean: 'Similarly, the compound light microscope is produced using two convex lenses with a high magnification power.'?","Similarly, the compound light microscope is produced using two convex lenses with a high magnification power."
1507,What does the following mean: '10.3 Compound light microscope The compound light microscope is made of at least two convex lenses.'?,10.3 Compound light microscope The compound light microscope is made of at least two convex lenses.
1508,"What does the following mean: 'Therefore, it is called the compound microscope and it is also called the light microscope because light is used.'?","Therefore, it is called the compound microscope and it is also called the light microscope because light is used."
1509,"What does the following mean: 'Although micro organisms cannot be observed through a hand lens, they can be observed through the compound light microscope.The maximum magnification of a developed compound light microscope is 2000 times and the maximum resolution is about 0.2µm (0.0002mm).'?","Although micro organisms cannot be observed through a hand lens, they can be observed through the compound light microscope.The maximum magnification of a developed compound light microscope is 2000 times and the maximum resolution is about 0.2µm (0.0002mm)."
1510,What does the following mean: '142 Science | The Correct Use Of the Microscope(The resolving power of the compound light microscope is 500 times than the naked human eye.) Activity 10.6 than the naked human eye.) Let us identify the parts of a compound light microscope ●Observe the compound light microscope in your school laboratory.'?,142 Science | The Correct Use Of the Microscope(The resolving power of the compound light microscope is 500 times than the naked human eye.) Activity 10.6 than the naked human eye.) Let us identify the parts of a compound light microscope ●Observe the compound light microscope in your school laboratory.
1511,What does the following mean: '● Identify its main parts and functions with the assistance of your teacher.'?,● Identify its main parts and functions with the assistance of your teacher.
1512,What does the following mean: 'Check whether you have identified all the parts of it.'?,Check whether you have identified all the parts of it.
1513,What does the following mean: 'Figure10.5 Parts of a compound light microscopeCoarse adjustment knob Stage clip Fine adjustment knobBody tube Stage BaseObjective lenses MirrorDiaphragmEye piece Arm'?,Figure10.5 Parts of a compound light microscopeCoarse adjustment knob Stage clip Fine adjustment knobBody tube Stage BaseObjective lenses MirrorDiaphragmEye piece Arm
1514,What does the following mean: 'Science | The Correct Use Of the Microscope 143Part of the microscopeDescription Eye piece The closest lens to the eye.'?,Science | The Correct Use Of the Microscope 143Part of the microscopeDescription Eye piece The closest lens to the eye.
1515,"What does the following mean: 'Magnification is shown as x5, x10 or x15.'?","Magnification is shown as x5, x10 or x15."
1516,What does the following mean: 'The specimen is magnified by using them.'?,The specimen is magnified by using them.
1517,What does the following mean: 'Objective lens The closest lens to the specimen.'?,Objective lens The closest lens to the specimen.
1518,What does the following mean: 'They are made of convex lenses.'?,They are made of convex lenses.
1519,What does the following mean: 'It magnifies the specimen.'?,It magnifies the specimen.
1520,What does the following mean: 'Mostly there are 3 objective lenses that can be identified.'?,Mostly there are 3 objective lenses that can be identified.
1521,"What does the following mean: 'Low power objective lensThe lens with the least magnification (x4,x5 or x8) 2.'?","Low power objective lensThe lens with the least magnification (x4,x5 or x8) 2."
1522,What does the following mean: 'Mid power objective lensThe lens with the medium magnification (x10) 3.'?,Mid power objective lensThe lens with the medium magnification (x10) 3.
1523,What does the following mean: 'High power objective lens The lens with the highest magnification (x40) Coarse adjustment knobTo adjust the body tube to get a clear image of the specimen Fine adjustment knobTo adjust the body tube finally to get a more clear image of the specimen Stage To keep the slide of the specimen Clip To keep the slide of the specimen on the stage Diaphragm Control the amount of light obtained by the specimen Mirror Contains concave and flat surfaces.'?,High power objective lens The lens with the highest magnification (x40) Coarse adjustment knobTo adjust the body tube to get a clear image of the specimen Fine adjustment knobTo adjust the body tube finally to get a more clear image of the specimen Stage To keep the slide of the specimen Clip To keep the slide of the specimen on the stage Diaphragm Control the amount of light obtained by the specimen Mirror Contains concave and flat surfaces.
1524,What does the following mean: 'Focuse light on to the diaphragm Base Keeps the microscope on the supporting surface steadily For extra knowledge A bit from the history.......The compound light microscope was first made by Zacharias Janssen.'?,Focuse light on to the diaphragm Base Keeps the microscope on the supporting surface steadily For extra knowledge A bit from the history.......The compound light microscope was first made by Zacharias Janssen.
1525,What does the following mean: 'The magnification power of it was 9 times.'?,The magnification power of it was 9 times.
1526,What does the following mean: 'For extra knowledge For extra knowledge The compound light microscope was first made by Zacharias Janssen.'?,For extra knowledge For extra knowledge The compound light microscope was first made by Zacharias Janssen.
1527,What does the following mean: 'The magnification power of it Zacharias Janssen and his microscopeTable 10.2 Parts of a microscope'?,The magnification power of it Zacharias Janssen and his microscopeTable 10.2 Parts of a microscope
1528,What does the following mean: '144 Science | The Correct Use Of the MicroscopeBut the honour of making a microscope first goes to the Dutch scientist Anton Van Leeuwenhook (1632-1723).'?,144 Science | The Correct Use Of the MicroscopeBut the honour of making a microscope first goes to the Dutch scientist Anton Van Leeuwenhook (1632-1723).
1529,What does the following mean: 'The reason is that a world not seen from a naked eye was revealed by this instrument.'?,The reason is that a world not seen from a naked eye was revealed by this instrument.
1530,What does the following mean: 'But the honour of making a microscope first goes to the Dutch scientist Anton Van Leeuwenhook (1632-1723).'?,But the honour of making a microscope first goes to the Dutch scientist Anton Van Leeuwenhook (1632-1723).
1531,What does the following mean: 'The reason is that a world not seen from a naked eye Anton Van Leeuwenhook and his microscope Assignment 10.1 Prepare a report on the history of the microscope.'?,The reason is that a world not seen from a naked eye Anton Van Leeuwenhook and his microscope Assignment 10.1 Prepare a report on the history of the microscope.
1532,What does the following mean: 'The correct method to use a compound light microscope.'?,The correct method to use a compound light microscope.
1533,"What does the following mean: 'First, keep the microscope on a horizontal table steadily (in a place where strong sunlight will not fall).'?","First, keep the microscope on a horizontal table steadily (in a place where strong sunlight will not fall)."
1534,What does the following mean: 'Use the coarse adjustment knob to bring the low power objective lens down.'?,Use the coarse adjustment knob to bring the low power objective lens down.
1535,What does the following mean: 'Adjust the mirror and the diaphragm to obtain a clear spot of light by keeping the eye open on the eye piece.'?,Adjust the mirror and the diaphragm to obtain a clear spot of light by keeping the eye open on the eye piece.
1536,What does the following mean: 'Fix the prepared slide on the stage using clips.5.'?,Fix the prepared slide on the stage using clips.5.
1537,What does the following mean: 'Bring the low power objective lens upward using the rough adjustment until a clear image is obtained.'?,Bring the low power objective lens upward using the rough adjustment until a clear image is obtained.
1538,"What does the following mean: 'Make sure that both the eyes are open during the process, keep the comfortable eye at a distance of 1 cm to the eye piece.'?","Make sure that both the eyes are open during the process, keep the comfortable eye at a distance of 1 cm to the eye piece."
1539,What does the following mean: 'Try to obtain a clear image using fine adjustment.'?,Try to obtain a clear image using fine adjustment.
1540,What does the following mean: 'A sharp and clear image could be obtained by adjusting the middle and high power objective lens if necessary.'?,A sharp and clear image could be obtained by adjusting the middle and high power objective lens if necessary.
1541,What does the following mean: 'Use the rough adjustment to bring the low power objective lens upward after the observation.'?,Use the rough adjustment to bring the low power objective lens upward after the observation.
1542,What does the following mean: 'Remove the specimen from the stage.'?,Remove the specimen from the stage.
1543,What does the following mean: 'Use a dry piece of cotton cloth to wipe the stage.'?,Use a dry piece of cotton cloth to wipe the stage.
1544,What does the following mean: 'Science | The Correct Use Of the Microscope 145Factors to be considered in the use of microscope 1.'?,Science | The Correct Use Of the Microscope 145Factors to be considered in the use of microscope 1.
1545,"What does the following mean: 'When the microscope is carried from one place to another, the arm of the microscope should be held by your familiar hand and the other hand should be kept below the base of the microscope.'?","When the microscope is carried from one place to another, the arm of the microscope should be held by your familiar hand and the other hand should be kept below the base of the microscope."
1546,What does the following mean: 'Then hold the microscope towards your body.'?,Then hold the microscope towards your body.
1547,What does the following mean: 'Wipe the stage using a clean piece of cotton after using the microscope.'?,Wipe the stage using a clean piece of cotton after using the microscope.
1548,"What does the following mean: 'If the microscope is not used for a long period of time, the lenses should be removed and place inside a desiccator with silica gel or anhydrous calcium chloride.'?","If the microscope is not used for a long period of time, the lenses should be removed and place inside a desiccator with silica gel or anhydrous calcium chloride."
1549,What does the following mean: 'The microscope should be stored in an upward position to minimise the accumulation of dust.'?,The microscope should be stored in an upward position to minimise the accumulation of dust.
1550,What does the following mean: 'Use clear slide and coverslips in the observation.'?,Use clear slide and coverslips in the observation.
1551,What does the following mean: 'Do not change the lenses of one microscope to another.'?,Do not change the lenses of one microscope to another.
1552,What does the following mean: 'Calculation of the magnification power of a microscope The magnification power means the number of times that the speciman is subjected to be magnified.'?,Calculation of the magnification power of a microscope The magnification power means the number of times that the speciman is subjected to be magnified.
1553,What does the following mean: 'The number of times is obtained by multiplying the magnification of the eye piece with the magnification of the objective lens.'?,The number of times is obtained by multiplying the magnification of the eye piece with the magnification of the objective lens.
1554,What does the following mean: 'Magnification of microscopeMagnification of eye pieceMagnification of objective lens ˭ Question :- The magnification of eye piece was x10 and the magnification of the objective lens was x40 in a particular microscopic observation.'?,Magnification of microscopeMagnification of eye pieceMagnification of objective lens ˭ Question :- The magnification of eye piece was x10 and the magnification of the objective lens was x40 in a particular microscopic observation.
1555,What does the following mean: 'What is the magnification of the microscope?'?,What is the magnification of the microscope?
1556,What does the following mean: 'Magnification of the microscopeMagnification of the eye piece 10 40040Magnification of the objective lens ˭ ˭ ˭ The magnification should be stated in the following way when linear (line) diagrams are drawn upon observing a specimen.'?,Magnification of the microscopeMagnification of the eye piece 10 40040Magnification of the objective lens ˭ ˭ ˭ The magnification should be stated in the following way when linear (line) diagrams are drawn upon observing a specimen.
1557,What does the following mean: '146 Science | The Correct Use Of the MicroscopeMagnification of the eye pieceMagnification of the objective lensThe number of times the visual image is magnified when drawn« « Observation of plant and animal tissue with a compound light microscope.'?,146 Science | The Correct Use Of the MicroscopeMagnification of the eye pieceMagnification of the objective lensThe number of times the visual image is magnified when drawn« « Observation of plant and animal tissue with a compound light microscope.
1558,"What does the following mean: 'Activity 10.7 You will need :- A compound light microscope, slides, cover slips, a leaf of betel, a leaf of Rhoeo, a bulb of onion, a slide made of cheek cells Method :-Observe above mentioned types of plant and animal cells/ tissues by various magnification powers.'?","Activity 10.7 You will need :- A compound light microscope, slides, cover slips, a leaf of betel, a leaf of Rhoeo, a bulb of onion, a slide made of cheek cells Method :-Observe above mentioned types of plant and animal cells/ tissues by various magnification powers."
1559,What does the following mean: 'Draw line diagrams and mention the magnification of each of them.'?,Draw line diagrams and mention the magnification of each of them.
1560,What does the following mean: 'The Figure 10.8 show the linear diagrams of the Rhoeo lower epidermal tissue observed through a light microscope.'?,The Figure 10.8 show the linear diagrams of the Rhoeo lower epidermal tissue observed through a light microscope.
1561,What does the following mean: 'Figure 10.8 The linear diagram of the Rhoeo lower epidermal tissue (10 x 4 x 3) Figure 10.7 The Rhoeo lower epidermal tissue under low power of microscope (10 x 4) The Figure 10.10 show the linear diagrams of the human cheek cells observed through a light microscope.'?,Figure 10.8 The linear diagram of the Rhoeo lower epidermal tissue (10 x 4 x 3) Figure 10.7 The Rhoeo lower epidermal tissue under low power of microscope (10 x 4) The Figure 10.10 show the linear diagrams of the human cheek cells observed through a light microscope.
1562,What does the following mean: 'Figure 10.10 The linear diagram of the human cheek cells (10x40x2) Figure 10.9 The stained human cheek cells under high power of light microscope (10x40)'?,Figure 10.10 The linear diagram of the human cheek cells (10x40x2) Figure 10.9 The stained human cheek cells under high power of light microscope (10x40)
1563,What does the following mean: 'Science | The Correct Use Of the Microscope 147Assignment 10.2 List the differences between the simple microscope and the compound light microscope.'?,Science | The Correct Use Of the Microscope 147Assignment 10.2 List the differences between the simple microscope and the compound light microscope.
1564,What does the following mean: '10.4 The electron microscope Figure10.11 The electron microscopeAn electron beam is used in the electron microscope instead of light rays.'?,10.4 The electron microscope Figure10.11 The electron microscopeAn electron beam is used in the electron microscope instead of light rays.
1565,What does the following mean: 'The maximum magnification power of an electron microscope is 500 000 times.'?,The maximum magnification power of an electron microscope is 500 000 times.
1566,What does the following mean: 'The maximum resolution of it is about 0.0005µm.'?,The maximum resolution of it is about 0.0005µm.
1567,What does the following mean: 'This is 200 000 times than a healthy human eye.'?,This is 200 000 times than a healthy human eye.
1568,"What does the following mean: 'Although virus cannot be observed by a light microscope, they can be observed by an electron microscope.'?","Although virus cannot be observed by a light microscope, they can be observed by an electron microscope."
1569,"What does the following mean: 'Instances where the electron microscope is used, ●To observe the activity of pathogenic microorganisms (virus, bacteria) during research.'?","Instances where the electron microscope is used, ●To observe the activity of pathogenic microorganisms (virus, bacteria) during research."
1570,What does the following mean: '●To learn about internal structure of the cell in detail.'?,●To learn about internal structure of the cell in detail.
1571,What does the following mean: '●To use in genetic research.'?,●To use in genetic research.
1572,What does the following mean: '●To get information on crime investigation.'?,●To get information on crime investigation.
1573,What does the following mean: 'Figure10.12 Image of a AIDS virus under the electron microscope Figure10.13 Image of a Bacteria under the electron microscope'?,Figure10.12 Image of a AIDS virus under the electron microscope Figure10.13 Image of a Bacteria under the electron microscope
1574,What does the following mean: '148 Science | The Correct Use Of the MicroscopeSummary ● Transparent objects with a convex nature can be used to observe small things in a large scale.'?,148 Science | The Correct Use Of the MicroscopeSummary ● Transparent objects with a convex nature can be used to observe small things in a large scale.
1575,"What does the following mean: '● Hand lens, light microscope, and electron microscope are three optical instruments used to observe small things in a large scale.'?","● Hand lens, light microscope, and electron microscope are three optical instruments used to observe small things in a large scale."
1576,What does the following mean: '●The magnification of a light microscope is obtained by multiplying the magnification of the eye piece with the magnification of the objective lens.'?,●The magnification of a light microscope is obtained by multiplying the magnification of the eye piece with the magnification of the objective lens.
1577,What does the following mean: '●The minimum distance that should be present to clearly distinguish between two adjacent points or objects is called resolution.'?,●The minimum distance that should be present to clearly distinguish between two adjacent points or objects is called resolution.
1578,What does the following mean: '●The electron microscope has a higher magnification and a higher resolving power than the light microscope.'?,●The electron microscope has a higher magnification and a higher resolving power than the light microscope.
1579,What does the following mean: 'Name the parts labelled as A to D in the picture of the microscope.'?,Name the parts labelled as A to D in the picture of the microscope.
